area_type,availability,location,BHK,society,total_sqft,bath,balcony,price,latitude,longitude,price_per_sqft,dist_to_center_km,location_encoded
Super built-up  Area,20-Dec,jakkur,3.0,ArndsSk,1485.0,3,2,72.0,13.0784743,77.6068938,4848.484848484848,11.310336380238107,373
Super built-up  Area,Ready To Move,shankarapuram,2.0,Sobha Dream Acres,823.0,2,1,80.0,12.9528538,77.5703309,9720.534629404618,4.418609287360258,667
Super built-up  Area,Ready To Move,7th phase jp nagar,2.0,Sobha Dream Acres,990.0,2,2,50.0,12.9119693,77.5882043,5050.50505050505,7.302975983380769,33
Plot  Area,Ready To Move,tc palaya,3.0,Sobha Dream Acres,1200.0,2,0,66.0,13.0106104,77.6932665,5500.0,10.47236211965809,725
Super built-up  Area,18-Mar,kothanur,2.0,Sobha Dream Acres,1185.0,2,2,59.0,13.0613601,77.6493895,4978.9029535864975,10.655945836094778,459
Super built-up  Area,Ready To Move,kadubeesanahalli,2.0,Sobha Dream Acres,1140.0,2,1,78.0,12.938965,77.6964066,6842.105263157895,10.914102066371793,400
Super built-up  Area,Ready To Move,ambedkar nagar,3.0,SoechHa,1950.0,4,2,120.0,12.9490851,77.6184873,6153.846153846154,3.4322317448813515,57
Super built-up  Area,Ready To Move,yelahanka,3.0,Pyikad ,1756.0,3,2,125.0,13.1006982,77.5963454,7118.451025056947,13.782932785971552,799
Super built-up  Area,19-Sep,chandapura,1.0,SuVue S,520.0,1,1,14.04,12.8009043,77.7114908,2700.0,22.68025129081959,177
Built-up  Area,Ready To Move,doddakannelli,2.0,Jyavet ,1025.0,2,1,48.0,12.9115381,77.6934164,4682.926829268293,12.122278151514532,235
Built-up  Area,18-Jun,whitefield,2.0,Sobha Dream Acres,1216.0,2,1,72.0,12.9963995,77.7614229,5921.0526315789475,17.298373199811177,792
Super built-up  Area,Ready To Move,sarjapur  road,2.0,Sobha Dream Acres,1026.0,2,2,60.8,12.9239942,77.6530304,5925.925925925926,7.912154314694237,653
Super built-up  Area,Ready To Move,sarjapur  road,4.0,Adeatlm,3335.0,4,3,300.0,12.9239942,77.6530304,8995.502248875562,7.912154314694237,653
Built-up  Area,Ready To Move,kodichikkanahalli,5.0,Sobha Dream Acres,2700.0,4,2,125.0,12.8966996,77.6124269,4629.62962962963,8.861704245518318,448
Super built-up  Area,18-Apr,begur,3.0,Arera V,1411.0,2,2,60.0,12.8633887,77.6130112,4252.303330970943,12.535731564814958,125
Super built-up  Area,Ready To Move,kanakpura road,3.0,SPthara,1320.0,2,1,39.6,12.8857667,77.5527529,3000.0,11.419297796997913,422
Built-up  Area,Ready To Move,bannerghatta,2.0,Srentea,1320.0,2,0,50.0,12.9444156,77.6027661,3787.878787878788,3.5278515862917637,112
Super built-up  Area,Ready To Move,kalena agrahara,3.0,Prillot,1804.0,3,2,155.0,12.8658068,77.5911918,8592.017738359202,12.294260436201947,406
Super built-up  Area,Ready To Move,hsr layout,2.0,NRosete,1140.0,2,2,46.0,12.9116225,77.6388622,4035.0877192982457,8.129478301094458,353
Plot  Area,18-Apr,banjara layout,4.0,Sobha Dream Acres,1200.0,4,1,105.0,13.0382854,77.6652622,8750.0,9.602449589745627,109
Super built-up  Area,Ready To Move,hebbal,4.0,Prersis,2375.0,4,2,189.0,13.0382184,77.5919,7957.894736842105,6.960805553280324,322
Plot  Area,Ready To Move,chamundi nagar,3.0,Sobha Dream Acres,1750.0,3,2,120.0,13.0363318,77.5980792,6857.142857142857,6.66545592022381,176
Super built-up  Area,Ready To Move,tc palaya,2.0,Sobha Dream Acres,1152.0,2,2,55.0,13.0106104,77.6932665,4774.305555555556,10.47236211965809,725
Super built-up  Area,Ready To Move,thanisandra,2.0,Bhmesy ,965.0,2,1,54.0,13.054713,77.6339258,5595.854922279793,9.289278965405718,730
Super built-up  Area,Ready To Move,lingadheeranahalli,3.0,Soiewre,1684.0,3,1,120.0,13.0026688,77.4915418,7125.890736342043,12.470574404130064,487
Super built-up  Area,Ready To Move,hennur road,3.0,MItatHa,1672.0,3,2,86.0,13.033236,77.6314559,5143.540669856459,7.000368584465666,330
Super built-up  Area,Ready To Move,panathur,2.0,Saite G,1075.0,2,2,60.0,12.9351457,77.7047541,5581.395348837209,11.912546584670611,580
Plot  Area,Ready To Move,sarjapur,3.0,PulokPu,1500.0,5,2,95.0,12.9116225,77.6388622,6333.333333333333,8.129478301094458,652
Super built-up  Area,Ready To Move,hosur main road,3.0,Sobha Dream Acres,1464.0,3,2,56.0,12.905312,77.6303621,3825.136612021858,8.38445334023351,350
Super built-up  Area,18-Dec,hebbal,2.0,Mahosya,1420.0,2,1,99.26,13.0382184,77.5919,6990.140845070423,6.960805553280324,322
Super built-up  Area,Ready To Move,yeshwanthpur,2.0,IBityin,1169.0,2,2,64.08,13.0176937,77.5555009,5481.6082121471345,6.918144583373172,803
Super built-up  Area,18-Jul,devanahalli,3.0,Cerdsga,1290.0,2,1,62.0,13.2483502,77.7134377,4806.201550387597,32.38023502853395,217
Super built-up  Area,Ready To Move,kengeri,2.0,Sobha Dream Acres,1160.0,2,2,40.6,12.9176571,77.4837568,3500.0,14.503311175021313,440
Built-up  Area,Ready To Move,shampura,7.0,Sobha Dream Acres,2800.0,5,3,95.0,13.0272035,77.6140682,3392.8571428571427,5.751365225777821,666
Super built-up  Area,Ready To Move,mysore road,3.0,Brama P,1500.0,3,2,70.0,12.9467026,77.5300705,4666.666666666667,8.593750582099863,533
Super built-up  Area,Ready To Move,domlur,3.0,Sobha Dream Acres,1850.0,3,1,180.0,12.9624669,77.6381958,9729.72972972973,4.083717369976185,242
Super built-up  Area,18-Jan,venkatapura,3.0,Sobha Dream Acres,1300.0,3,2,46.0,12.8839153,77.47028,3538.4615384615386,17.686674329626246,764
Super built-up  Area,18-May,electronic city phase ii,3.0,Sryalan,1310.0,2,1,37.84,12.8463512,77.6690975,2888.549618320611,16.05187259186422,256
Built-up  Area,Ready To Move,5th block hbr layout,6.0,Sobha Dream Acres,5100.0,5,3,300.0,13.0374664,77.628799,5882.35294117647,7.310423414337054,26
Super built-up  Area,21-Dec,kanakpura road,3.0,Sobha Dream Acres,1300.0,2,3,69.0,12.8857667,77.5527529,5307.692307692308,11.419297796997913,422
Plot  Area,Ready To Move,kadugodi,3.0,Sobha Dream Acres,1875.0,2,1,110.0,12.9957428,77.7579489,5866.666666666667,16.91530285154392,401
Super built-up  Area,Ready To Move,hulimavu,3.0,Sobha Dream Acres,1260.0,2,1,82.0,12.8773486,77.6028031,6507.936507936508,10.947112904832258,355
Built-up  Area,Ready To Move,kengeri,5.0,Sobha Dream Acres,2500.0,4,3,100.0,12.9176571,77.4837568,4000.0,14.503311175021313,440
Super built-up  Area,19-Jun,begur road,2.0,Sobha Dream Acres,1241.0,2,1,64.0,12.9068424,77.6283318,5157.13134568896,8.150033758680694,126
Super built-up  Area,Ready To Move,sarjapur  road,2.0,Usquaya,1025.0,2,2,45.5,12.9239942,77.6530304,4439.024390243902,7.912154314694237,653
Built-up  Area,17-Jun,electronic city,2.0,GMown E,1070.0,2,1,60.0,12.8487599,77.648253,5607.476635514019,14.929279660467824,254
Super built-up  Area,Ready To Move,begur,2.0,Prorath,815.0,2,1,40.0,12.8633887,77.6130112,4907.9754601227,12.535731564814958,125
Built-up  Area,Ready To Move,kanakpura road,3.0,SoestSu,2000.0,3,3,105.0,12.8857667,77.5527529,5250.0,11.419297796997913,422
Plot  Area,Ready To Move,varthur,4.0,Sobha Dream Acres,1740.0,4,3,175.0,12.9406508,77.746988,10057.471264367816,16.081642884552437,754
Built-up  Area,18-Apr,sarjapur  road,2.0,Sobha Dream Acres,1216.0,2,2,70.0,12.9239942,77.6530304,5756.578947368421,7.912154314694237,653
Plot  Area,Ready To Move,shampura,6.0,Sobha Dream Acres,970.0,6,3,105.0,13.0272035,77.6140682,10824.742268041236,5.751365225777821,666
Plot  Area,Ready To Move,kanakpura road,2.0,Sobha Dream Acres,1200.0,2,0,62.0,12.8857667,77.5527529,5166.666666666667,11.419297796997913,422
Super built-up  Area,Ready To Move,marathahalli,2.0,Sobha Dream Acres,1026.0,2,1,50.18,12.9552572,77.6984163,4890.83820662768,10.579390364599004,513
Built-up  Area,Ready To Move,hulimavu,1.0,Sobha Dream Acres,450.0,1,1,20.0,12.8773486,77.6028031,4444.444444444444,10.947112904832258,355
Super built-up  Area,Ready To Move,kr puram,2.0,LVniaar,1205.0,2,1,45.79,13.007516,77.695935,3800.0,10.6266145077556,463
Super built-up  Area,Ready To Move,jakkur plantation,2.0,Reicace,1368.0,2,3,87.0,13.0834599,77.5980019,6359.649122807017,11.869100435154058,374
Built-up  Area,Ready To Move,anekal,1.0,Sobha Dream Acres,420.0,1,1,12.5,12.7836552,77.7461411,2976.190476190476,26.35465080365035,66
Built-up  Area,Ready To Move,doddakallasandra,2.0,Sobha Dream Acres,1270.0,2,2,42.0,12.8857355,77.5557448,3307.0866141732286,11.270017189088888,233
Super built-up  Area,Ready To Move,anekal,2.0,Sobha Dream Acres,614.0,1,1,28.0,12.7836552,77.7461411,4560.260586319218,26.35465080365035,66
Super built-up  Area,Ready To Move,yelahanka,2.0,Juclend,1408.0,2,2,58.0,13.1006982,77.5963454,4119.318181818182,13.782932785971552,799
Super built-up  Area,Ready To Move,subramanyapura,3.0,Sobha Dream Acres,1223.0,2,2,42.81,12.8963963,77.5377864,3500.408830744072,11.343693901925107,706
Built-up  Area,Ready To Move,poorna pragna layout,2.0,Pathira,960.0,2,3,50.0,12.9089902,77.5327496,5208.333333333333,10.6796629744969,590
Super built-up  Area,Ready To Move,ngr layout,2.0,BSian M,1021.0,2,2,46.0,12.9836392,77.5855122,4505.386875612145,2.0937053539274517,560
Super built-up  Area,Ready To Move,hegde nagar,3.0,SoisoCa,2162.03,4,2,129.0,13.0720352,77.6333905,5966.614709324107,11.082806036832888,324
Super built-up  Area,Ready To Move,channasandra,2.0,Unm 2El,1065.0,2,1,36.0,12.9873426,77.7538033,3380.281690140845,16.374137123693465,179
Super built-up  Area,Ready To Move,attibele,1.0,Jae 2hu,400.0,1,1,10.25,12.7751249,77.7709216,2562.5,28.745847438159416,81
Super built-up  Area,Ready To Move,bannerghatta road,3.0,SNity S,1465.0,2,1,75.0,12.93345,77.6008357,5119.453924914676,4.748034896708208,113
Super built-up  Area,20-Dec,kanakpura road,2.0,PrarePa,900.0,2,1,41.0,12.8857667,77.5527529,4555.555555555556,11.419297796997913,422
Super built-up  Area,Ready To Move,marathahalli,3.0,Vaoodar,1800.0,3,2,95.0,12.9552572,77.6984163,5277.777777777777,10.579390364599004,513
Super built-up  Area,Ready To Move,sanjay nagar,2.0,BSiumly,1050.0,2,0,59.0,12.9578658,77.6958748,5619.047619047619,10.24922226271287,648
Built-up  Area,18-Aug,electronic city phase ii,3.0,Sryalan,1400.0,2,2,40.43,12.8463512,77.6690975,2887.8571428571427,16.05187259186422,256
Super built-up  Area,Ready To Move,indira nagar,3.0,Goyalir,1650.0,3,1,150.0,12.9732913,77.6404672,9090.90909090909,4.0461951603235216,361
Super built-up  Area,Ready To Move,kr puram,3.0,Srystme,1827.0,3,2,97.0,13.007516,77.695935,5309.250136836344,10.6266145077556,463
Super built-up  Area,Ready To Move,thanisandra,3.0,Soitya ,1930.0,4,2,122.0,13.054713,77.6339258,6321.243523316062,9.289278965405718,730
Super built-up  Area,18-Feb,mysore road,2.0,PrawnRa,883.0,2,1,37.0,12.9467026,77.5300705,4190.260475651189,8.593750582099863,533
Built-up  Area,Ready To Move,kengeri,1.0,Sobha Dream Acres,550.0,1,1,16.75,12.9176571,77.4837568,3045.4545454545455,14.503311175021313,440
Built-up  Area,18-Dec,electronic city,3.0,Sobha Dream Acres,1400.0,2,1,40.44,12.8487599,77.648253,2888.5714285714284,14.929279660467824,254
Super built-up  Area,Ready To Move,kanakapura,3.0,SPavenc,1290.0,2,3,38.69,12.8900574,77.5638577,2999.2248062015506,10.457034099513919,419
Built-up  Area,Ready To Move,raja rajeshwari nagar,3.0,Sobha Dream Acres,1021.0,3,2,59.0,12.932582,77.5162034,5778.648383937317,10.616098723136094,607
Super built-up  Area,17-Dec,whitefield,2.0,Sobha Dream Acres,1158.0,2,1,55.0,12.9963995,77.7614229,4749.568221070812,17.298373199811177,792
Plot  Area,Ready To Move,varanasi,5.0,Sobha Dream Acres,1200.0,4,1,99.0,13.0304962,77.6860657,8250.0,10.79657395356366,753
Super built-up  Area,Ready To Move,nagarbhavi,3.0,Sobha Dream Acres,1400.0,2,2,135.0,12.9651215,77.5090098,9642.857142857143,10.304724204350308,536
Plot  Area,Ready To Move,doddaballapur,4.0,Vahid O,2400.0,3,0,200.0,13.2929583,77.5431463,8333.333333333334,35.63439629313339,228
Built-up  Area,Ready To Move,jp nagar,3.0,RaosePr,1520.0,3,2,125.0,12.9096941,77.5866067,8223.684210526315,7.5879857065862755,389
Super built-up  Area,Ready To Move,epip zone,3.0,BrontLa,2710.0,3,2,177.0,12.9781922,77.7246451,6531.365313653137,13.166955828802346,259
Super built-up  Area,Ready To Move,kenchenahalli,2.0,AriosPa,1150.0,2,2,57.0,12.9267912,77.5132978,4956.521739130435,11.196844049791938,439
Super built-up  Area,Ready To Move,yelahanka,2.0,Sobha Dream Acres,1101.0,2,2,37.0,13.1006982,77.5963454,3360.581289736603,13.782932785971552,799
Super built-up  Area,Ready To Move,mahalakshmi layout,3.0,RSntsja,1200.0,2,3,110.0,13.0113153,77.5446972,9166.666666666666,7.444860031290026,493
Super built-up  Area,21-Dec,hebbal,2.0,Oztarol,1252.0,2,1,92.0,13.0382184,77.5919,7348.242811501597,6.960805553280324,322
Super built-up  Area,Ready To Move,marathahalli,3.0,Vaoodar,1650.0,3,2,85.0,12.9552572,77.6984163,5151.515151515152,10.579390364599004,513
Built-up  Area,Ready To Move,marathahalli,2.0,Aantspa,1270.0,2,2,80.0,12.9552572,77.6984163,6299.212598425197,10.579390364599004,513
Super built-up  Area,Ready To Move,tumkur road,2.0,Sahtsva,992.0,2,1,70.0,13.0311709,77.5357416,7056.451612903225,9.516468165344646,740
Super built-up  Area,Ready To Move,beml layout,3.0,Sobha Dream Acres,2000.0,3,2,85.0,12.9604848,77.716543,4250.0,12.410641984422375,133
Super built-up  Area,Ready To Move,geddalahalli,2.0,Sobha Dream Acres,893.0,2,2,34.5,13.0298726,77.576901,3863.3818589025755,6.58241528254689,275
Super built-up  Area,Ready To Move,electronic city,2.0,MAnceun,1190.0,2,1,42.0,12.8487599,77.648253,3529.4117647058824,14.929279660467824,254
Built-up  Area,Ready To Move,ashwathnagar,3.0,Sobha Dream Acres,800.0,2,0,60.0,13.0259402,77.5795403,7500.0,6.066528692557747,79
Super built-up  Area,Ready To Move,sarjapur  road,3.0,Ascid P,1814.0,3,3,63.0,12.9239942,77.6530304,3472.9878721058435,7.912154314694237,653
Built-up  Area,Ready To Move,rahmath nagar,3.0,Malah A,1400.0,3,2,98.0,13.0173076,77.5917019,7000.0,4.707940439736844,605
Super built-up  Area,Ready To Move,murugeshpalya,3.0,Vauna F,1344.0,2,0,56.0,12.9589406,77.6555917,4166.666666666667,5.989808681336442,529
Plot  Area,Ready To Move,whitefield,4.0,Prrry M,5400.0,5,3,475.0,12.9963995,77.7614229,8796.296296296296,17.298373199811177,792
Super built-up  Area,Ready To Move,kanakpura road,3.0,PuandHi,1843.0,3,2,95.0,12.8857667,77.5527529,5154.639175257732,11.419297796997913,422
Super built-up  Area,18-Feb,chikkadunnasandra,2.0,SoasaSa,1138.0,2,1,32.0,12.8501962,77.7742942,2811.95079086116,23.2158596540839,185
Super built-up  Area,Ready To Move,electronic city,2.0,Itelaa ,880.0,2,1,19.0,12.8487599,77.648253,2159.090909090909,14.929279660467824,254
Super built-up  Area,18-Apr,whitefield,3.0,Alsta F,1396.0,3,1,74.0,12.9963995,77.7614229,5300.859598853868,17.298373199811177,792
Built-up  Area,Ready To Move,garudachar palya,3.0,BrlisMe,1610.0,2,3,119.0,12.9861986,77.702146,7391.304347826087,10.779855637228136,269
Super built-up  Area,Ready To Move,tindlu,2.0,Sobha Dream Acres,1050.0,2,2,55.0,13.2338969,77.5947061,5238.0952380952385,28.513534739766648,739
Built-up  Area,14-Jul,kumbena agrahara,3.0,Shont F,1410.0,2,2,43.71,13.0017965,77.7473882,3100.0,15.884505545726448,471
Super built-up  Area,Ready To Move,ramamurthy nagar,2.0,Sobha Dream Acres,1050.0,2,2,37.8,13.0120218,77.6777817,3599.9999999999995,8.99495375171863,622
Super built-up  Area,Ready To Move,yelahanka,2.0,Rarthne,1104.0,2,2,58.0,13.1006982,77.5963454,5253.623188405797,13.782932785971552,799
Super built-up  Area,19-Mar,hennur road,2.0,Orens G,1165.0,2,1,67.0,13.033236,77.6314559,5751.07296137339,7.000368584465666,330
Super built-up  Area,Ready To Move,kudlu,2.0,Sobha Dream Acres,1027.0,2,2,44.0,12.8889126,77.6555716,4284.323271665044,11.208812793932365,467
Built-up  Area,Ready To Move,chikkanahalli,2.0,Sobha Dream Acres,1052.0,2,2,52.0,12.786065,77.7883561,4942.9657794676805,29.0918375625565,190
Super built-up  Area,Ready To Move,singasandra,3.0,Sobha Dream Acres,1464.0,3,2,56.0,12.8810223,77.6490068,3825.136612021858,11.649208331221926,686
Super built-up  Area,Ready To Move,1st block koramangala,2.0,Sobha Dream Acres,1000.0,2,2,45.0,12.9251488,77.6349571,4500.0,6.619807676556076,4
Super built-up  Area,Ready To Move,electronic city,2.0,DSgmax ,1150.0,2,1,38.08,12.8487599,77.648253,3311.304347826087,14.929279660467824,254
Super built-up  Area,19-Dec,thanisandra,3.0,DSity S,2019.0,3,1,70.67,13.054713,77.6339258,3500.2476473501733,9.289278965405718,730
Super built-up  Area,Ready To Move,varthur,2.0,Hirio L,986.0,2,1,31.0,12.9406508,77.746988,3144.0162271805275,16.081642884552437,754
Super built-up  Area,Ready To Move,akshaya nagar,3.0,Sobha Dream Acres,1893.0,4,2,95.0,13.0195427,77.6831272,5018.489170628632,9.893619787864791,49
Built-up  Area,Ready To Move,yelahanka,3.0,DSeak S,1325.0,2,2,58.0,13.1006982,77.5963454,4377.358490566037,13.782932785971552,799
Built-up  Area,Ready To Move,kereguddadahalli,2.0,N iewak,800.0,2,1,33.0,13.0794507,77.5155027,4125.0,14.86352795660725,443
Super built-up  Area,Ready To Move,canara bank colony,3.0,Sobha Dream Acres,1300.0,3,2,42.25,12.9311905,77.5908939,3250.0,5.168831201713817,169
Built-up  Area,Ready To Move,dodda banaswadi,3.0,Sobha Dream Acres,1300.0,2,2,60.0,13.0133522,77.6497417,4615.384615384615,6.495175668810979,226
Super built-up  Area,Ready To Move,jalahalli east,2.0,ShshaSa,1010.0,2,1,52.0,13.0578317,77.5462216,5148.514851485149,10.940564867041132,377
Super built-up  Area,Ready To Move,banashankari,2.0,Goeesem,1260.0,2,3,75.0,12.9278196,77.556621,5952.380952380952,7.376955548105596,97
Built-up  Area,Ready To Move,ulsoor,4.0,Sobha Dream Acres,2500.0,4,0,170.0,12.9778793,77.6246697,6800.0,2.325073087444451,745
Plot  Area,Ready To Move,halanayakanahalli,3.0,Asncy P,1520.0,3,1,165.0,12.8966653,77.6855489,10855.263157894737,12.540800674541847,309
Super built-up  Area,Ready To Move,harlur,2.0,Prncyrn,1197.0,2,1,75.0,12.9144629,77.6636976,6265.664160401003,9.473654657559626,318
Super built-up  Area,Ready To Move,manayata tech park,2.0,Sobha Dream Acres,1050.0,2,2,45.0,13.0455777,77.6266626,4285.714285714285,8.072391756399867,502
Super built-up  Area,Ready To Move,thanisandra,3.0,Pronyt ,1241.0,2,1,68.0,13.054713,77.6339258,5479.45205479452,9.289278965405718,730
Super built-up  Area,Ready To Move,maithri layout,3.0,ItAnuna,1567.0,2,3,62.0,12.9848621,77.7559192,3956.6049776643267,16.58521424389058,496
Super built-up  Area,Ready To Move,kasavanhalli,3.0,Salisal,1747.0,3,1,110.0,12.9047595,77.6759172,6296.508299942759,11.168251456256096,427
Super built-up  Area,18-Jun,ramagondanahalli,3.0,ViistLa,1475.0,2,2,55.0,12.9558969,77.7405826,3728.813559322034,15.065144995727481,620
Super built-up  Area,Ready To Move,hennur road,2.0,Koagati,980.0,2,1,51.0,13.033236,77.6314559,5204.081632653061,7.000368584465666,330
Super built-up  Area,18-Apr,dasanapura,2.0,Tavenew,966.0,2,1,58.0,12.7467724,77.7742876,6004.140786749483,31.452232281552188,210
Super built-up  Area,Ready To Move,ferrar nagar,4.0,Leton A,2360.0,3,2,185.0,13.1164358,77.5642942,7838.983050847458,16.070251611562764,261
Super built-up  Area,19-Mar,sarjapur  road,2.0,AsastDe,1112.0,2,1,62.0,12.9239942,77.6530304,5575.5395683453235,7.912154314694237,653
Super built-up  Area,Ready To Move,electronic city,2.0,Itelaa ,550.0,1,1,16.0,12.8487599,77.648253,2909.090909090909,14.929279660467824,254
Built-up  Area,Ready To Move,surabhi layout,3.0,VDdonel,1760.0,3,3,90.0,13.0930374,77.6002443,5113.636363636364,12.919002361606191,711
Super built-up  Area,Ready To Move,hennur,3.0,Bront A,1830.0,2,3,113.0,13.037077,77.6413572,6174.863387978142,7.890121916357726,327
Super built-up  Area,19-Mar,yelahanka,2.0,Masser ,1175.0,2,1,67.77,13.1006982,77.5963454,5767.659574468085,13.782932785971552,799
Super built-up  Area,Ready To Move,whitefield,2.0,SSthamh,1175.0,2,1,41.0,12.9963995,77.7614229,3489.3617021276596,17.298373199811177,792
Super built-up  Area,Ready To Move,horamavu banaswadi,2.0,Sobha Dream Acres,1025.0,2,2,45.0,13.0185287,77.6549166,4390.243902439024,7.292589521070808,343
Super built-up  Area,18-Aug,hennur road,2.0,Puachal,1232.0,2,1,80.0,13.033236,77.6314559,6493.506493506494,7.000368584465666,330
Built-up  Area,Ready To Move,5th phase jp nagar,2.0,Rewelav,1010.0,2,2,57.0,12.91241,77.591056,5643.564356435643,7.191932887487771,27
Super built-up  Area,Ready To Move,sarjapur  road,2.0,VHinoel,1273.0,2,2,60.0,12.9239942,77.6530304,4713.275726630008,7.912154314694237,653
Super built-up  Area,Ready To Move,air view colony,2.0,Myitece,1100.0,2,1,58.5,12.9547408,77.6612636,5318.181818181818,6.726116404980303,47
Super built-up  Area,Ready To Move,electronic city phase ii,3.0,Brods W,1252.0,2,1,65.0,12.8463512,77.6690975,5191.693290734825,16.05187259186422,256
Super built-up  Area,Ready To Move,1st phase jp nagar,4.0,Prhtsok,2615.0,5,3,222.0,12.9119148,77.5798871,8489.483747609942,7.562433423273894,5
Super built-up  Area,Ready To Move,yelahanka,2.0,Sobha Dream Acres,1322.0,2,1,77.9,13.1006982,77.5963454,5892.586989409986,13.782932785971552,799
Plot  Area,Ready To Move,7th phase jp nagar,1.0,Sobha Dream Acres,1000.0,1,1,60.0,12.9119693,77.5882043,6000.0,7.302975983380769,33
Super built-up  Area,Ready To Move,harlur,3.0,Prncyrn,1755.0,3,2,117.0,12.9144629,77.6636976,6666.666666666667,9.473654657559626,318
Super built-up  Area,Ready To Move,electronic city phase ii,2.0,Rie 2ri,1135.0,2,2,46.0,12.8463512,77.6690975,4052.863436123348,16.05187259186422,256
Plot  Area,Ready To Move,electronic city,4.0,Sobha Dream Acres,1200.0,4,1,125.0,12.8487599,77.648253,10416.666666666666,14.929279660467824,254
Super built-up  Area,Ready To Move,nagavarapalya,2.0,Sobha Dream Acres,1260.0,2,2,85.5,12.9933837,77.6640524,6785.714285714285,6.856728560033903,539
Plot  Area,Ready To Move,manjunath nagar,5.0,Sobha Dream Acres,1200.0,6,2,110.0,12.9939514,77.5480532,9166.666666666666,6.303879660067536,505
Super built-up  Area,20-Dec,kanakpura road,3.0,PrarePa,1100.0,2,1,53.0,12.8857667,77.5527529,4818.181818181818,11.419297796997913,422
Super built-up  Area,Ready To Move,electronic city phase ii,3.0,Sobha Dream Acres,1305.0,3,1,65.0,12.8463512,77.6690975,4980.842911877395,16.05187259186422,256
Built-up  Area,Ready To Move,ayappa nagar,2.0,Saionl ,1236.0,2,1,50.0,13.0470679,77.5562505,4045.3074433656957,9.345836351125088,85
Built-up  Area,Ready To Move,uttarahalli,2.0,Sobha Dream Acres,1125.0,1,2,45.0,12.9055682,77.5455438,4000.0,10.025399826859365,748
Built-up  Area,18-May,kr puram,2.0,SancyRe,1075.0,2,2,32.25,13.007516,77.695935,3000.0,10.6266145077556,463
Super built-up  Area,Ready To Move,beml layout,3.0,Sobha Dream Acres,2000.0,3,2,85.0,12.9604848,77.716543,4250.0,12.410641984422375,133
Plot  Area,Ready To Move,kadugondanahalli,8.0,Sobha Dream Acres,772.0,5,1,60.0,13.0207029,77.6215464,7772.020725388601,5.296142102772544,402
Built-up  Area,Ready To Move,thanisandra,6.0,Sobha Dream Acres,2999.97,6,0,110.0,13.054713,77.6339258,3666.703333700004,9.289278965405718,730
Super built-up  Area,Ready To Move,kadugodi,2.0,MSingco,1150.0,2,2,42.0,12.9957428,77.7579489,3652.1739130434785,16.91530285154392,401
Super built-up  Area,Ready To Move,hennur road,2.0,GSideS ,1085.0,2,1,43.4,13.033236,77.6314559,4000.0,7.000368584465666,330
Built-up  Area,Ready To Move,hebbal kempapura,3.0,Goateds,1785.0,3,0,165.0,13.0514799,77.5933559,9243.697478991597,8.386860107699267,323
Super built-up  Area,Ready To Move,thanisandra,3.0,Soitya ,1930.0,4,2,120.0,13.054713,77.6339258,6217.616580310881,9.289278965405718,730
Plot  Area,Ready To Move,kadugondanahalli,2.0,Sobha Dream Acres,800.0,1,0,45.0,13.0207029,77.6215464,5625.0,5.296142102772544,402
Super built-up  Area,Ready To Move,bannerghatta road,3.0,SNity S,1920.0,3,3,122.0,12.93345,77.6008357,6354.166666666667,4.748034896708208,113
Super built-up  Area,Ready To Move,thanisandra,1.0,Bhmesy ,760.0,1,2,50.4,13.054713,77.6339258,6631.578947368421,9.289278965405718,730
Built-up  Area,Ready To Move,sahakara nagar,2.0,Kencyes,1201.0,2,3,80.0,13.0621474,77.5800614,6661.1157368859285,9.826207692076286,642
Super built-up  Area,18-Jul,electronic city,3.0,Prarkun,1615.0,3,2,97.0,12.8487599,77.648253,6006.1919504643965,14.929279660467824,254
Super built-up  Area,Ready To Move,budigere,3.0,PrityTr,1991.0,4,2,100.0,13.1351506,77.7471989,5022.601707684581,23.503772930554565,161
Super built-up  Area,Ready To Move,kasavanhalli,2.0,HMonymp,1377.0,2,2,80.0,12.9047595,77.6759172,5809.731299927378,11.168251456256096,427
Super built-up  Area,21-Dec,thanisandra,1.0,Bhe 2ko,663.0,1,0,32.82,13.054713,77.6339258,4950.226244343891,9.289278965405718,730
Built-up  Area,18-Dec,electronic city,2.0,Sobha Dream Acres,1165.0,2,1,33.65,12.8487599,77.648253,2888.412017167382,14.929279660467824,254
Super built-up  Area,Ready To Move,thanisandra,2.0,MenueNo,1260.0,2,1,45.5,13.054713,77.6339258,3611.1111111111113,9.289278965405718,730
Super built-up  Area,Ready To Move,kr garden,2.0,Sobha Dream Acres,1050.0,2,2,65.0,12.9549208,77.6565969,6190.476190476191,6.247693630854807,461
Super built-up  Area,Ready To Move,seegehalli,2.0,Sriferi,1176.0,2,2,50.0,13.0164845,77.71748,4251.700680272109,13.1605697657119,662
Super built-up  Area,Ready To Move,thanisandra,3.0,Soitya ,1801.0,3,2,115.0,13.054713,77.6339258,6385.341476957246,9.289278965405718,730
Super built-up  Area,Ready To Move,whitefield,2.0,Sobha Dream Acres,1315.0,2,3,55.0,12.9963995,77.7614229,4182.509505703422,17.298373199811177,792
Super built-up  Area,Ready To Move,parappana agrahara,2.0,Peide L,1194.0,2,2,46.0,12.8802089,77.6658442,3852.5963149078725,12.612389449503645,583
Plot  Area,Ready To Move,nri layout,2.0,Sobha Dream Acres,2400.0,2,1,125.0,12.9666282,77.7110536,5208.333333333333,11.739819509685725,563
